,Entity,Year,Literacy_Rate,Military_Spendings,GDP_Per_Capita,Child_Mortality_Rate,GDP,HDI,Life_Expectancy,Obesity_Rate
26,Africa,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Africa,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Africa,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Africa,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Africa,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Africa,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Africa,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Africa,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Africa,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Africa,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Africa,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Africa,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Africa,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Africa,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Africa,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Africa,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Africa,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Africa,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Africa,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Africa,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Africa,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Africa,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Africa,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Africa,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Africa,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Africa,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Africa,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
53,Africa,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
54,Africa,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
55,Africa,2020,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
56,Africa Eastern and Southern,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Africa Eastern and Southern,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Africa Eastern and Southern,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Africa Eastern and Southern,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Africa Eastern and Southern,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Africa Eastern and Southern,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Africa Eastern and Southern,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Africa Eastern and Southern,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Africa Eastern and Southern,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Africa Eastern and Southern,1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Africa Eastern and Southern,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Africa Eastern and Southern,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Africa Eastern and Southern,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Africa Eastern and Southern,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Africa Eastern and Southern,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Africa Eastern and Southern,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Africa Eastern and Southern,1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Africa Eastern and Southern,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Africa Eastern and Southern,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Africa Eastern and Southern,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Africa Eastern and Southern,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Africa Eastern and Southern,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Africa Eastern and Southern,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Africa Eastern and Southern,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Africa Eastern and Southern,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Africa Eastern and Southern,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Africa Eastern and Southern,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Africa Eastern and Southern,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Africa Eastern and Southern,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Africa Eastern and Southern,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Africa Eastern and Southern,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Africa Eastern and Southern,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Africa Eastern and Southern,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Africa Eastern and Southern,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Africa Eastern and Southern,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Africa Eastern and Southern,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Africa Eastern and Southern,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Africa Eastern and Southern,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Africa Eastern and Southern,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Africa Eastern and Southern,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Africa Eastern and Southern,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Africa Eastern and Southern,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Africa Eastern and Southern,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Africa Eastern and Southern,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Africa Eastern and Southern,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Africa Eastern and Southern,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Africa Eastern and Southern,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Africa Eastern and Southern,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Africa Eastern and Southern,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Africa Eastern and Southern,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Africa Eastern and Southern,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Africa Eastern and Southern,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Africa Eastern and Southern,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Africa Eastern and Southern,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Africa Western and Central,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Africa Western and Central,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Africa Western and Central,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Africa Western and Central,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Africa Western and Central,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Africa Western and Central,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Africa Western and Central,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Africa Western and Central,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Africa Western and Central,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Africa Western and Central,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Africa Western and Central,1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Africa Western and Central,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Africa Western and Central,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Africa Western and Central,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Africa Western and Central,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Africa Western and Central,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Africa Western and Central,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Africa Western and Central,1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Africa Western and Central,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Africa Western and Central,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Africa Western and Central,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Africa Western and Central,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Africa Western and Central,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Africa Western and Central,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Africa Western and Central,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Africa Western and Central,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Africa Western and Central,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Africa Western and Central,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Africa Western and Central,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Africa Western and Central,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Africa Western and Central,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Africa Western and Central,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Africa Western and Central,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Africa Western and Central,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Africa Western and Central,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Africa Western and Central,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Africa Western and Central,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Africa Western and Central,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Africa Western and Central,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Africa Western and Central,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Africa Western and Central,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Africa Western and Central,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Africa Western and Central,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Africa Western and Central,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Africa Western and Central,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Africa Western and Central,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Africa Western and Central,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Africa Western and Central,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Africa Western and Central,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Africa Western and Central,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Africa Western and Central,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,Africa Western and Central,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Africa Western and Central,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,Africa Western and Central,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Africa Western and Central,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Americas,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Americas,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Americas,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,Americas,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Americas,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Americas,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
171,Americas,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
172,Americas,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
173,Americas,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
174,Americas,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
175,Americas,1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Americas,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Americas,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,Americas,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,Americas,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,Americas,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,Americas,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Americas,1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Americas,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Americas,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Americas,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,Americas,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,Americas,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,Americas,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Americas,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Americas,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Americas,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,Americas,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Americas,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Americas,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Americas,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,Americas,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Americas,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,Americas,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,Americas,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Americas,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Americas,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Americas,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Americas,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,Americas,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,Americas,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,Americas,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,Americas,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,Americas,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,Americas,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,Americas,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,Americas,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Americas,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,Americas,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Americas,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,Americas,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,Americas,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,Americas,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
218,Americas,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
219,Americas,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
220,Arab World,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,Arab World,1991,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,Arab World,1992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Arab World,1993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,Arab World,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,Arab World,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,Arab World,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,Arab World,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,Arab World,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,Arab World,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,Arab World,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,Arab World,2001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,Arab World,2002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Arab World,2003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,Arab World,2004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,Arab World,2005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,Arab World,2006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Arab World,2007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Arab World,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,Arab World,2009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,Arab World,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,Arab World,2011,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,Arab World,2012,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,Arab World,2013,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,Arab World,2014,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,Arab World,2015,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,Arab World,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,Arab World,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,Arab World,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,Arab World,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,Asia,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,Asia,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,Asia,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,Asia,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,Asia,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,Asia,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,Asia,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,Asia,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,Asia,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,Asia,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,Asia,1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,Asia,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,Asia,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,Asia,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,Asia,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,Asia,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,Asia,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,Asia,1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,Asia,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,Asia,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,Asia,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,Asia,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,Asia,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,Asia,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,Asia,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,Asia,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,Asia,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,Asia,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,Asia,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,Asia,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,Asia,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,Asia,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,Asia,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,Asia,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,Asia,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,Asia,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,Asia,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,Asia,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,Asia,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,Asia,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,Asia,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,Asia,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,Asia,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,Asia,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Asia,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,Asia,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,Asia,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Asia,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,Asia,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,Asia,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,Asia,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,Asia,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,Asia,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,Asia,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,Asia,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,Asia,2020,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
306,Bonaire Sint Eustatius and Saba,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,Bonaire Sint Eustatius and Saba,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,Bonaire Sint Eustatius and Saba,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,Bonaire Sint Eustatius and Saba,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,Bonaire Sint Eustatius and Saba,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,Bonaire Sint Eustatius and Saba,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,Bonaire Sint Eustatius and Saba,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,Bonaire Sint Eustatius and Saba,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,Bonaire Sint Eustatius and Saba,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,Bonaire Sint Eustatius and Saba,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
